Questions,Code,Decode,,Decode,usage
MEC: Certificate Early Attendance - Collected,XMECW28A30,X-Coded Mobile Elevating Work Platform innovation & Development (PMV),,X-Coded Mobile Elevating Work Platform innovation & Development (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW29A30,X-Coded Performance-Based Specifications: Case studies in the UAE (MEC),,X-Coded Performance-Based Specifications: Case studies in the UAE (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW30A30,X-Coded Advances in hot weather concreting (MEC),,X-Coded Advances in hot weather concreting (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW31A30,X-Coded Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC),,X-Coded Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW32A30,"X-Coded Polyurea, A miracle in coating industry (MEC)",,"X-Coded Polyurea, A miracle in coating industry (MEC)",Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS1A30,PRINTED:   How to manage BIM for Concrete Construction (MEC),,PRINTED:   How to manage BIM for Concrete Construction (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS2A30,PRINTED:  Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),,PRINTED:  Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS3A30,PRINTED:  Commercial vehicle lubricants in a low Sulphur diesel environment (PMV),,PRINTED:  Commercial vehicle lubricants in a low Sulphur diesel environment (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS4A30,PRINTED:  Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC),,PRINTED:  Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS5A30,PRINTED:  Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries,,PRINTED:  Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries,Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS6A30,PRINTED:  Construction and demolition waste recycling – Does it make a business case? (MEC),,PRINTED:  Construction and demolition waste recycling – Does it make a business case? (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS7A30,PRINTED:  Work at Height Safety (PMV),,PRINTED:  Work at Height Safety (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS8A30,PRINTED:  Middle East Concrete Market (MEC),,PRINTED:  Middle East Concrete Market (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS9A30,PRINTED:  Robotics and Applications (PMV),,PRINTED:  Robotics and Applications (PMV),Not Used
MEC: Certificate Early Attendance - Printed,XMEC1A30,X-Coded: Test ,,X-Coded: Test ,Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS11A30,PRINTED:  Hybrid System Injection - A New Technology (PMV),,PRINTED:  Hybrid System Injection - A New Technology (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS12A30,PRINTED:  The Development of the GRC Industry – 40 years on (MEC),,PRINTED:  The Development of the GRC Industry – 40 years on (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS13A30,PRINTED:  Equipment management & Maintenance (PMV),,PRINTED:  Equipment management & Maintenance (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS14A30,PRINTED:  Non-destructive testing: Quality control & structural evaluation (MEC),,PRINTED:  Non-destructive testing: Quality control & structural evaluation (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS15A30,PRINTED:  Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV),,PRINTED:  Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS16A30,PRINTED:  Mobile Elevating Work Platform (MEWP) Fleet Management (PMV),,PRINTED:  Mobile Elevating Work Platform (MEWP) Fleet Management (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS17A30,PRINTED:  Advantages of using dry mix mortar (MEC),,PRINTED:  Advantages of using dry mix mortar (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS18A30,PRINTED:  Influence of soil conditions on design of structures: (MEC),,PRINTED:  Influence of soil conditions on design of structures: (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS19A30,PRINTED:  Green Building Materials (MEC),,PRINTED:  Green Building Materials (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS20A30,PRINTED:  GRC – The Next Generation of Materials and Applications (MEC),,PRINTED:  GRC – The Next Generation of Materials and Applications (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS21A30,PRINTED:  Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV),,PRINTED:  Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECS22A30,PRINTED:  Rail Less Overhead Crane Technology (PMV),,PRINTED:  Rail Less Overhead Crane Technology (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW1A30,PRINTED:  Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC),,PRINTED:  Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW2A30,PRINTED:  Tips to Finance Machinery (PMV),,PRINTED:  Tips to Finance Machinery (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW3A30,PRINTED:  How to continue to rebuild and prevent against natural disaster? (MEC),,PRINTED:  How to continue to rebuild and prevent against natural disaster? (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW4A30,PRINTED:  How to buy and sell construction equipment like a pro? (PMV),,PRINTED:  How to buy and sell construction equipment like a pro? (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW5A30,PRINTED:  Challenges and Opportunities in the Concrete Industry (MEC),,PRINTED:  Challenges and Opportunities in the Concrete Industry (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW6A30,PRINTED:   Recycled Concrete in Road Projects (MEC),,PRINTED:   Recycled Concrete in Road Projects (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW7A30,PRINTED:  Concrete Sustainability – The MASDAR Experience (MEC),,PRINTED:  Concrete Sustainability – The MASDAR Experience (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW8A30,PRINTED:  Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC),,PRINTED:  Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW9A30,PRINTED:  Durability of Concrete Structures in Aggressive Conditions with FRC (MEC),,PRINTED:  Durability of Concrete Structures in Aggressive Conditions with FRC (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW10A30,PRINTED:  Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV),,PRINTED:  Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW11A30,PRINTED:  Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC),,PRINTED:  Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW12A30,PRINTED:  Evolution of the Tipper Body Weight for the Construction market worldwide (PMV),,PRINTED:  Evolution of the Tipper Body Weight for the Construction market worldwide (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW13A30,PRINTED:  Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC),,PRINTED:  Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW14A30,PRINTED:  Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC),,PRINTED:  Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW15A30,PRINTED:  Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC),,PRINTED:  Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW16A30,PRINTED:  Trends in Polished Concrete (MEC),,PRINTED:  Trends in Polished Concrete (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW17A30,PRINTED:  The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV),,PRINTED:  The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW18A30,PRINTED:  Concrete Repair (MEC),,PRINTED:  Concrete Repair (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW19A30,PRINTED:  Arbitration and dispute resolutions in construction claims (MEC),,PRINTED:  Arbitration and dispute resolutions in construction claims (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW20A30,PRINTED:  Efforts towards low emission targets: Clean construction Industry (PMV),,PRINTED:  Efforts towards low emission targets: Clean construction Industry (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW21A30,PRINTED:  Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC),,PRINTED:  Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW22A30,PRINTED:  Precast innovations for sustainability and competitiveness (MEC),,PRINTED:  Precast innovations for sustainability and competitiveness (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW23A30,PRINTED:  Advance Dry Mortar Technology (MEC),,PRINTED:  Advance Dry Mortar Technology (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW24A30,PRINTED:  Development of cement free polymer concrete for use in UAE (MEC),,PRINTED:  Development of cement free polymer concrete for use in UAE (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW25A30,PRINTED:  The heavy equipment health check,,PRINTED:  The heavy equipment health check,Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW26A30,PRINTED:  Personal Protection Equipment (PPE) –health and safety (PMV),,PRINTED:  Personal Protection Equipment (PPE) –health and safety (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW27A30,PRINTED:  Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC),,PRINTED:  Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW28A30,PRINTED:  Mobile Elevating Work Platform innovation & Development (PMV),,PRINTED:  Mobile Elevating Work Platform innovation & Development (PMV),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW29A30,PRINTED:  Performance-Based Specifications: Case studies in the UAE (MEC),,PRINTED:  Performance-Based Specifications: Case studies in the UAE (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW30A30,PRINTED:  Advances in hot weather concreting (MEC),,PRINTED:  Advances in hot weather concreting (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW31A30,PRINTED:  Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC),,PRINTED:  Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC),Not Used
MEC: Certificate Early Attendance - Printed,PRINT_MECW32A30,"PRINTED:  Polyurea, A miracle in coating industry (MEC)",,"PRINTED:  Polyurea, A miracle in coating industry (MEC)",Not Used
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS1A30,EMAILED:   How to manage BIM for Concrete Construction (MEC),,EMAILED:   How to manage BIM for Concrete Construction (MEC),Not Used
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS2A30,EMAILED:  Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),,EMAILED:  Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),Not Used
